id	en	ms
231	But for the trained reasoner to admit such intrusions into his own delicate and finely adjusted temperament was to introduce a distracting factor which might throw a doubt upon all his mental results	Tapi untuk Reasoner dilatih untuk mengakui seperti intrusi ke dalam sendiri lembut dan halus temperamen disesuaikan adalah untuk memperkenalkan faktor yang mungkin mengganggu membaling ragu atas semua hasil mentalnya
232	If it was dull, it was at least hung true	Jika ia adalah membosankan, ia sekurang-kurangnya digantung benar
233	Even if the roses are dead, there are other things alive	Walaupun bunga ros mati, terdapat perkara-perkara lain yang hidup
234	Now we have much more space to work with so this should come out neater	Sekarang kita mempunyai lebih banyak ruang untuk bekerjasama dengan jadi ini harus datang keluar lebih kemas
235	"O God, he thought, ""what a demanding job I've chosen"	"Ya Allah, dia terfikir, ""apa pekerjaan menuntut saya telah memilih"
236	Because the lodgers sometimes also took their evening meal at home in the common living room, the door to the living room stayed shut on many evenings	Oleh sebab itu lodgers kadang-kadang juga mengambil makan malam mereka di rumah dalam biasa ruang tamu, pintu ke ruang tamu tinggal ditutup pada waktu malam banyak
237	If tha' could print we could write a letter to him an' ask him to go an' buy th' garden tools an' th' seeds at th' same time	Jika tha 'boleh mencetak kita boleh menulis surat kepadanya' meminta beliau untuk pergi taman 'ke-beli' alat benih 'ke' pada masa yang sama th
238	Tha's got a bit o' garden, hasn't tha	Tha mendapat sedikit o 'taman, tidak mempunyai tha
239	So, what happens when x is equal to 0	Mari kita teruskan apa akan jadi apabila x sama dengan 0
240	Only even prime number. And that might be common sense to you, because by definition, an even number is divisible by 2	Satu-satunya nombor perdana yang genap. dan itu mungkin logik pada awak sebab mengikut definasi tadi, nombor genap boleh dibahagikan dengan 2
241	A deep taste like this can't come from an amateur	Rasa yang seperti ini tak kan datang dari seorang amature
242	Where has tha' been, tha' cheeky little beggar? he said	Jika telah tha 'telah tha' sedikit nakal peminta sedekah, katanya
243	It's the only subject I'm taking with Seung Jo, so if I fail that as well, then it's all over	Ianya satu satu sabjad yang saya ambil dengan Seung Jo, jadi kalau saya gagal itu juga, semuanya akan berkhir
244	No matter which restaurant I go to, nothing compares to a home cooked meal	Tak kira restoren mana saya pergi, Tak ada apa yang setanding masakan rumah
245	Enter ye that have leisure and a quiet mind, who earnestly seek the right road	Masuklah kamu yang mempunyai masa lapang dan fikiran yang tenang, yang bersungguh-sungguh mencari jalan yang betul
246	Because you're always next to him, he is relaxed and doing other things	Sebab awak selalu berada di sebelah dia, Dia bersenang dan buat benda lain
247	And when you look at it that way, you'd say, OK, 5 minus 0 is nothing, and you just write a 5 right there	Dan apabila anda melihatnya dengan cara itu, anda akan menyatakan, OK, 5 tolak 0 adalah kosong, dan anda akan menulis 5 di sana
248	Odessa in the case of the Trepoff murder, of his clearing up of the singular tragedy of the Atkinson brothers at Trincomalee, and finally of the mission which he had accomplished so delicately and successfully for the reigning family of Holland	Odessa dalam kes pembunuhan Trepoff, kliring ke atas tragedi tunggal dari saudara Atkinson di Trincomalee, dan akhirnya misi yang telah telah begitu berhati-hati dan berjaya bagi keluarga yang berkuasa di Belanda
249	I wanna see the amount of dislikes on the video so that I can join all those wonderful people	Saya na lihat jumlah 'tak suka' untuk video ini, dan saya nak sertai mereka semua
250	And I will also try to record another module on this or another presentation	Saya akan cuba untuk rekod satu lagi modul mengenai topik ini
251	She had put it back in its place and patted the earth carefully down on it and just now she wondered if Martha could tell her what it was	Beliau telah meletakkan kembali di tempatnya dan menepuk bumi dengan berhati-hati turun ke atasnya dan tadi dia tertanya-tanya jika Martha boleh beritahu apa yang ia
252	He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him	Tentulah dia akan bangun dari tidur tidak lama lagi selepas itu tanpa apa-apa gangguan, kerana dia merasakan dirinya cukup berehat dan berjaga, walaupun ia kelihatan seolah-olah satu langkah tergesa-gesa dan tutup berhati-hati pintu dewan telah menimbulkan dia
253	It had been about a poor hunchback and a beautiful princess and it had made her suddenly sorry for Mr. Archibald Craven	Ia telah si bungkuk miskin dan seorang puteri yang cantik dan ia telah membuat beliau tiba-tiba maaf bagi En. Archibald Craven
254	This goes no further, all right? she asked, as Gregor turned himself around again, and she placed the chair calmly back in the corner	Ini tidak lagi, all right? Dia bertanya, sebagai Gregor menyerah diri di seluruh sekali lagi, dan dia meletakkan kerusi tenang kembali di sudut
255	After this explanation his sister would break out in tears of emotion, and Gregor would lift himself up to her armpit and kiss her throat, which she, from the time she started going to work, had left exposed without a band or a collar	Selepas penjelasan ini, kakaknya akan keluar air mata emosi, dan Gregor akan mengangkat dirinya sehingga ketiak dia dan mencium tekaknya, dia, dari semasa dia mula pergi ke tempat kerja, telah meninggalkan terdedah tanpa band atau kolar
256	How can I show this side of me to Baek Seung Jo	Bagaimana saya boleh tunjuk saya sendiri berbegini kepada Baek Seung Jo
257	It is a bijou villa, with a garden at the back, but built out in front right up to the road, two stories	Ini adalah vila perhiasan yg tak berharga, dengan sebuah taman di kembali, tapi dibina di sebelah kanan depan hingga jalan, dua cerita
258	He knows he is going to model for us today, right? &lt;i&gt;Brought to you by the PKer team @ www.viikii.net&lt;/i&gt	Dia tahukah yang dia akan jadi model kita hari ini? Dibawa Oleh Ahli Pker @ Viikii.net
259	Of course we need drug companies to give us their expertise	Sudah tentu kita perlukan syarikat ubat-ubatan untuk menyediakan kepakarannya
260	Gregor's small limbs buzzed now that the time for eating had come	Anggota badan kecil Gregor buzzed sekarang masa untuk makan telah datang
261	He once found a little fox cub half drowned in its hole and he brought it home in th' bosom of his shirt to keep it warm	Beliau pernah mendapati fox sedikit anak separuh tenggelam di dalam lubang dan dia membawa pulang dalam ke ' pangkuan-baju untuk sentiasa panas
262	She was standing a few feet from a young apple-tree and the robin had flown on to one of its branches and had burst out into a scrap of a song	Dia berdiri beberapa kaki dari pokok epal muda dan robin telah terbang ke salah satu cawangan dan telah tiba-tiba ke dalam memo lagu
263	It is the child no one ever saw! exclaimed the man, turning to his companions	Ia adalah kanak-kanak tiada siapa yang pernah melihat! Kata lelaki itu, berpaling kepada anak sahabat
264	The whole thing really looked just like a coverlet thrown carelessly over the couch	Segala-galanya benar-benar kelihatan seperti selimut yang dibuang tidak berhati-hati ke atas sofa
265	And then, let's see. Minus 4 pi over 3 minus pi over 2	Dan kemudian, negatif 4 pai per 3 tolak pai per 2
266	So there is one circle, two more, three more, four more	Jadi ada satu bulatan, dua lagi,tiga lagi dan seterusnya empat lagi
267	His pipe lay broken on the hearth, instead of a bowl broken at the fountain	Paipnya terletak rosak di perapian, dan bukannya mangkuk yang dipecahkan pada pancutan air
268	Well, if they're both equal to x, then they're both equal to each other	Kalau kedua-dua bersamaan dengan x jadi, kedua-dua bersamaan dengan satu sama lain
269	But I will be joining this game in order to keep all of you safe	Tapi saya akan sertai permainan ini agar keselamtan awak semua terjamin
270	So, Jared is twice the age of his brother, Peter	Jadi, Jared dua kali ganda umur adiknya, Peter
271	Previously this ground had many holes and after rain there will be pools of water	Sebelum ini tempat ini penuh dengan lubang-lubang dan pada musim hujan air bertakung
272	Let's just finish factoring it since we started it	Jom teruskan memfaktor memandangkan kita dah pun mula
273	I also noticed that as I started to do more and harder 30-day challenges, my self-confidence grew	Saya juga sedar bahawa setelah saya mula lebih banyak 'cabaran 30 hari' yang juga lebih sukar, keyakinan diri saya semakin meningkat
274	And then we can say that 10 is the same thing as 2 times 5	Dan kita boleh kata yang 10 adalah sama dengan 2 darab 5
275	And we just showed that, well, if you reverse the order, B times A is actually this completely different matrix	Dan kami hanya menunjukkan bahawa, dengan baik, jika anda membalikkan perintah itu, B kali sebenarnya ini matriks yang sama sekali berbeza
276	Husband leaves home to meet her at the usual time	Suaminya meninggalkan rumah untuk berjumpa dengan dia pada masa yang sama
277	It clearly has more factors than just 1 and itself	Jelas ia ada lebih faktor dari 1 dan dirinya sendiri
278	They have a similar shape, but could be of different sizes	Mereka mempunyai bentuk yang serupa, akan tetapi saiz mereka mungkin berbeza
279	We've picked B arbitrarily, B as a side, we could have done the exact same thing with theta and C, but instead of dropping the altitude here, we would have had to drop one of the other altitudes	Kita telah memilih B sebagai sisi, kita sepatutnya boleh membuat yang sama dengan theta dan C, tetapi tidak menjatuhkan altitude di sini kita perlu menjatuhkan salah satu altitude
280	The robin hopped about busily pecking the soil and now and then stopped and looked at them a little	Robin hopped sibuk mematuk tanah dan sekarang dan kemudian berhenti dan memandang mereka sedikit
281	The parents, who had never previously rented a room and therefore exaggerated their politeness to the lodgers, dared not sit on their own chairs	Ibu bapa, yang tidak pernah sebelum ini disewa bilik dan oleh itu dibesar-besarkan kesopanan mereka kepada lodgers, tidak berani duduk di kerusi masing-masing
282	Now, what's the slope of that second line right there? So we have the slope of that second line. Let's say 5 minus negative 3, that's our change in y, over negative 2 minus 0	Untuk lereng garis kedua, kita ambil 5 tolak negatif 3, per negatif 2 tolak 0
283	Given that his supply of tomatoes decreases by 176, how many tomatoes does he have remaining at the end of three days	Sekarang bekalan tomato beliau menurun sebanyak 176 biji, jadi berapakah jumlah yang masih ada pada hari ke tiga
284	The women attended to him at once. They rushed to him, caressed him, and quickly ended their letters	Mereka bergegas kepadanya, mengusapi dia, dan cepat berakhir surat mereka
285	You know, if you were a CEO, you would be making the same choices they do	Anda tahu, jika anda seorang CEO, anda akan membuat pilihan yang sama mereka lakukan
286	Two plus one is three; three times two is six	Dua tambah satu adalah tiga; tiga ganda dua adalah enam
287	When n is 3, n minus 1 is 2	Apabila n ialah 3, n tolak 1 ialah 2
288	Right away he believed that the final amelioration of all his suffering was immediately at hand	Serta-merta, beliau percaya bahawa pembaikan akhir segala penderitaan dengan segera di tangan
